StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,01,02,03,03a,04,04a,05,05a,05b,06,06a,07,08,09,09_10_TEXT,10,10a,11a,11b,11c,coursename,topic,cohort,version,link,prog,link2
2021-11-03 13:13:02,2021-11-03 16:27:20,IP Address,213.86.221.98,100,11658,True,2021-11-03 16:27:22,R_2Yb8EfsXLLLZ60m,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,It's truly helpful and easy to follow up to students who have no previous ecperiences on Microsoft.,Yes,No,,Perfect！Really patient and clear.,No,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"it's more convenient at a late time period, as if on the campus, I would not book a workshop in the evening.",Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2021-11-04 04:37:46,2021-11-04 04:39:23,IP Address,51.7.116.21,100,96,True,2021-11-04 04:39:24,R_ONZ3dbUirzDINOx,,,,,51.5128021240234375,-0.0637969970703125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,Fantastic session and instructor,Yes,No,,Fantastic,Keep up the good work,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Fit my schedule better,"Python Fundamentals 8: Conditionals ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EYlaqJGUlYJDpFrkTX-42tsBe3CyO-oNTI6UtetNmiTf4w?e=N1cRpu,DS,
2021-11-04 04:43:37,2021-11-04 04:44:32,IP Address,176.27.16.187,100,55,True,2021-11-04 04:44:34,R_2Ce3WzstfA9idj8,,,,,51.487396240234375,0.159698486328125,anonymous,EN-GB,Very Satisfied,Staff,Very confident,,No,,No,,,No,,Knowledgeable and confident,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,working remotely still,Excel 3: Essential Functions   ,Excel,,21-22,,Prod,
2021-10-28 04:47:13,2021-10-28 04:50:30,IP Address,180.175.1.245,87,197,False,2021-11-04 04:50:31,R_O72V93Fsu1o3Osp,,,,,,,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"R Fundamentals 1: Numerical Variables ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/Emxx38xoB5FPvabJPeYBPrsBG7sNbQ5NANkCTRnPVPKtbg?e=MCYCbp,DS,
2021-11-04 05:01:50,2021-11-04 05:02:43,IP Address,78.149.213.249,100,52,True,2021-11-04 05:02:44,R_pE2ImLUp7ahmJ1v,,,,,51.5596923828125,-0.05279541015625,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,very clear and easy to follow,No,No,,very good,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"Python Fundamentals 8: Conditionals ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EYlaqJGUlYJDpFrkTX-42tsBe3CyO-oNTI6UtetNmiTf4w?e=N1cRpu,DS,
2021-11-04 05:40:15,2021-11-04 05:42:03,IP Address,158.143.8.150,100,107,True,2021-11-04 05:42:03,R_1rN8ZmmzD8kc27D,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,Yes,Blocking,No,,,No,,Really helpful,,Recommended by a friend/colleague,,Yes,,in-person,I prefer to speak to a physical person,,Excel 2: Numeric Calculations   ,Excel,,21-22,,Prod,
2021-11-04 05:40:31,2021-11-04 05:42:34,IP Address,158.143.8.153,100,123,True,2021-11-04 05:42:34,R_3izmArBL3FHnnz3,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,Comments were very clear and instructions from facilitators as well,Yes,No,,Very clear and patient,No,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,I was on online session yesterday and wanted to manage to have Excel 2 and 3 on the reading week,,Excel 2: Numeric Calculations   ,Excel,,21-22,,Prod,
2021-11-04 08:07:24,2021-11-04 08:10:34,IP Address,158.143.54.176,100,190,True,2021-11-04 08:10:35,R_2TnFEz95zD54J1R,,,,,51.46429443359375,-0.01190185546875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,Yes,Great patience by the trainers despite technical issues.,No,No,,Both very friendly and knowledgable,Some technical issues with the presenters Teams screen sharing.,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,More convenient and less chance of having to cancel if working from home,Excel 4a: Lookup Functions   ,Excel,,21-22,,Prod,
2021-11-04 09:20:17,2021-11-04 09:21:49,IP Address,158.143.121.233,100,92,True,2021-11-04 09:21:49,R_2X6iySjuRH1ciif,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Very Satisfied,Staff,Very confident,,No,,No,,,No,,"Very helpful. Was able to assist with further questions and provide clarifications when needed. ",,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Help with work that I am doing,"Tableau 2: Filtering and Sorting ",Tableau,,21-22,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EQrIZxhI2t1PtTtkdwVyUb0BuMCmYmk2O-qCCk0pVERhTw?e=jtTlTa,DS,
2021-11-04 09:55:48,2021-11-04 09:57:02,IP Address,5.151.173.137,100,74,True,2021-11-04 09:57:04,R_2CDmFpmZeHN4AHR,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,great,Yes,No,,very nice,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,convenient,"Tableau 2: Filtering and Sorting ",Tableau,,21-22,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EQrIZxhI2t1PtTtkdwVyUb0BuMCmYmk2O-qCCk0pVERhTw?e=jtTlTa,DS,
2021-11-04 11:26:46,2021-11-04 11:28:34,IP Address,158.143.8.221,100,107,True,2021-11-04 11:28:36,R_1k07eZG9yBtAkGq,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,Very clear and helpful comments,No,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,"This was the date available to complete the 1,2 and 3 during reading week",,Excel 3: Essential Functions   ,Excel,,21-22,,Prod,
2021-11-05 04:00:43,2021-11-05 04:02:20,IP Address,31.221.54.172,100,97,True,2021-11-05 04:02:21,R_2VDUbOXUM4t5Ew6,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,,,LSE Website,,Yes,,online,,"Easier to attend especially when I have a tight schedule. ",Excel 4b: Pivot Tables   ,Excel,,21-22,,Prod,
2021-11-05 04:34:37,2021-11-05 04:35:35,IP Address,158.143.8.212,100,58,True,2021-11-05 04:35:36,R_rfBRpekundSPxkJ,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,"Excellent, very helpful!",,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,More interactive,,Excel 4c: Sorting and Filtering   ,Excel,,21-22,,Prod,
2021-11-05 06:02:57,2021-11-05 06:04:35,IP Address,49.36.115.211,100,97,True,2021-11-05 06:04:35,R_265R9d7CPlxDM4w,,,,,19.074798583984375,72.8856048583984375,anonymous,EN-GB,Very Satisfied,Staff,Fairly confident,,Yes,The aggregation bits,No,,,No,,Very helpful,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,I am not resident in the UK currently,R Data Wrangling 3: Joining and aggregation ,R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/Ev72JK9UjRhMgv0YHNkJZHsBjGHzydNtK5aBqHgc4Otr4g?e=FcSbDl,DS,
2021-11-05 06:59:01,2021-11-05 06:59:45,IP Address,158.143.211.244,100,44,True,2021-11-05 06:59:47,R_30lcM9lajGpzBCg,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,Helpful,N/A,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"Convenience ",Excel 4c: Sorting and Filtering   ,Excel,,21-22,,Prod,
2021-11-05 10:01:01,2021-11-05 10:02:32,IP Address,158.143.8.150,100,91,True,2021-11-05 10:02:34,R_2z90me1rDXK4TPQ,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,all the content was very useful and the explanations very clear,Yes,No,,Betany,NA,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,It is clearer and more productive,,Excel 4b: Pivot Tables   ,Excel,,21-22,,Prod,
2021-11-05 10:52:17,2021-11-05 10:55:14,IP Address,158.143.8.221,100,177,True,2021-11-05 10:55:15,R_3fusSZAUdTHGrwu,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,"Really helpful and patient; I understood much more than expected, so thank you very much!",NA,LSE Website,,Yes,,in-person,Because it is easier to me,,Data Cleaning in Stata 4: Reshaping data ,Stata,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EdhMcYdeI85IiZP2NPnbDDwB3KW9TdAWXW4UMF38-dF54w?e=v9xXSN,SR,
2021-11-08 03:39:44,2021-11-08 03:43:25,IP Address,158.143.8.159,100,220,True,2021-11-08 03:43:25,R_3iVWI7FXbK5SJho,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Satisfied,Staff,Fairly confident,,Yes,The subtotal function was difficult as it was very new,No,,,No,,very good,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,I prefer face to face,,Excel 4c: Sorting and Filtering   ,Excel,,21-22,,Prod,
2021-11-08 03:47:25,2021-11-08 03:48:20,IP Address,158.143.8.150,100,54,True,2021-11-08 03:48:20,R_p6tekycjKO9FIE9,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Staff,Very confident,,No,,No,,,No,,10/10,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Brush up on my skills,,Excel 4c: Sorting and Filtering   ,Excel,,21-22,,Prod,
2021-11-08 04:26:07,2021-11-08 04:29:03,IP Address,109.175.214.150,100,175,True,2021-11-08 04:29:04,R_2pJBYSfWPV3f6Yy,,,,,51.532196044921875,-0.097900390625,anonymous,EN-GB,Very Satisfied,Student,Very confident,,Yes,"the for loops, but the teacher explained it so well, so all questions answered!",Yes,Excellent teacher with great knowledge!,Yes,No,,Excellent! Great workshop!,,Student Hub post,,Yes,,online,,I am currently outside the UK,"Python Fundamentals 4: Lists ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/Eafqv46lSD1Bq7SCxT2XJJ0BGRyMg7f5w06zPvzhnEf5MA?e=iKOoda,DS,
2021-11-01 05:36:37,2021-11-01 05:45:20,IP Address,51.7.116.21,87,522,False,2021-11-08 04:45:21,R_ONG0yI08isxzrxf,,,,,,,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,"Fantastic session, well-paced, and the instructor (Michael) was superb",Yes,No,,Magnificent,KUTGW (keep up the good work),"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,On-line was more convenient for me on this day since I wasn't planning to go into campus,"Python Fundamentals 7: For loops ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EVVXC4lH3HBCukT36C8I-40Bq9xieqRpYkw1Ln993zkdRg?e=nAm7I4,DS,
2021-11-08 04:49:20,2021-11-08 04:54:17,IP Address,158.143.253.68,100,297,True,2021-11-08 04:54:18,R_2WVh6CNWQrUBN9f,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Satisfied,Student,Very confident,,No,,No,,,Yes,I was alone in the room and it's not very funny or helpfull...I think it's better to have one room with 3 people instead of one with two and one with someone alone.,nice and available,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"the in-person workshop was not available, otherwise I would have chosen in-person.","Working with Tabular Data 1: NumPy Arrays ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/Ebpkv5ejC0ZIvSHbit_lmuMBzyASN0425ecTUPOwdmZv3A?e=t6NanV,DS,
2021-11-08 04:54:15,2021-11-08 04:55:36,IP Address,176.27.16.187,100,81,True,2021-11-08 04:55:37,R_1I58d9Y6W0zSJVs,,,,,51.487396240234375,0.159698486328125,anonymous,EN-GB,Very Satisfied,Staff,Very confident,,No,,No,,,No,,knowledgeable and confident,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,still working remotely,Excel 4c: Sorting and Filtering   ,Excel,,21-22,,Prod,
2021-11-08 04:54:42,2021-11-08 04:56:51,IP Address,158.143.125.2,100,128,True,2021-11-08 04:56:51,R_10Z6Pfj8ofSxQ0B,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Staff,Fairly confident,,No,,Yes,Excellent trainers and very patient,No,No,,Great,no,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Happy to attend either online or in person,Excel 4c: Sorting and Filtering   ,Excel,,21-22,,Prod,
2021-11-08 06:36:39,2021-11-08 06:39:10,IP Address,158.143.211.104,100,151,True,2021-11-08 06:39:12,R_1Ii1zKwxJqZw0bw,,,,,51.5518035888671875,-0.1345062255859375,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,Great to have in-person! Teacher was very helpful and approachable,Yes,Yes,Due to other time commitments had to leave earlier than the class. Online access to these materials i.e. on Moodle would be an amazing resources. Combined with the in-person classes to ask questions and go through some examples,Helpful and informative.,"n/a
","Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,More obliged to go and finish it,,"Tableau 2: Filtering and Sorting ",Tableau,,21-22,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EQrIZxhI2t1PtTtkdwVyUb0BuMCmYmk2O-qCCk0pVERhTw?e=jtTlTa,DS,
2021-11-08 06:57:16,2021-11-08 07:00:25,IP Address,158.143.8.150,100,189,True,2021-11-08 07:00:27,R_2CxKjtmYfQfmjfn,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,Pretty nice to be in person taking the course. and have the direct interaction with the tutor to discuss the problems during the learning process.,Yes,Yes,The tutor could share the resources to us for our further study after class.,Brilliant!,No,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,"I think the class time is suitable, I do not really care about the format of being in-person or online.",,"Tableau 2: Filtering and Sorting ",Tableau,,21-22,https://lsecloud.sharepoint.com/:u:/s/TEAM_APD-DSL-Digital-Skills-Trainers/EQrIZxhI2t1PtTtkdwVyUb0BuMCmYmk2O-qCCk0pVERhTw?e=jtTlTa,DS,
2021-11-08 07:56:27,2021-11-08 07:57:13,IP Address,78.149.213.249,100,46,True,2021-11-08 07:57:13,R_2rkYS18649waqOH,,,,,51.5596923828125,-0.05279541015625,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,very good,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"Working with Tabular Data 2: NumPy 2D Arrays ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/ESnykaJSXodKqlcByw2XqmQBJhaiA8trdM6aE7T8LQqfVg?e=fyB4wJ,DS,
2021-11-08 09:43:03,2021-11-08 09:43:54,IP Address,158.143.201.135,100,51,True,2021-11-08 09:43:56,R_zZO47gzeUluVAXv,,,,,51.5095062255859375,-0.0955047607421875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,very good,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,Python Fundamentals 2: String Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EZLGbTJk75ZKlcnnfbPZpVMBEUwaU7e2XEmpI56LvvKlQQ?e=xynoy6,DS,
2021-11-08 09:53:46,2021-11-08 09:54:48,IP Address,158.143.8.212,100,62,True,2021-11-08 09:54:50,R_2uVCEZiA1cvYaOY,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,EXCELLENT,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,Much bettee to understand,,Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2021-11-08 09:53:39,2021-11-08 09:55:07,IP Address,158.143.8.153,100,88,True,2021-11-08 09:55:08,R_ZE6o7ekhzSmkGiJ,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,They are very welcoming and helpful.,Yes,No,,,,LSE Website,,Yes,,in-person,Because it was easier to learn from,,Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2021-11-08 09:59:23,2021-11-08 10:06:13,IP Address,92.40.176.178,100,409,True,2021-11-08 10:06:13,R_3hyI8zuphvwvY58,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,Syntax in Python is a bit difficult to get your head around but it was very well explained !,Yes,It was a great workshop and I learned a lot!  Challenging but still very doable and interesting.,Yes,No,,Excellent!  Thank you Andrew,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"There was only an online workshop, I would have preferred in person",Python Fundamentals 2: String Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EZLGbTJk75ZKlcnnfbPZpVMBEUwaU7e2XEmpI56LvvKlQQ?e=xynoy6,DS,
2021-11-01 11:13:37,2021-11-01 11:14:52,IP Address,146.200.163.102,87,74,False,2021-11-08 10:14:54,R_22W7VBQWCdc4zmS,,,,,,,anonymous,EN-GB,Very Satisfied,Staff,Very confident,,No,,No,,,No,,test,test,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,test,R%Fundamentals%1:%Numerical%Variables%,R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/Emxx38xoB5FPvabJPeYBPrsBG7sNbQ5NANkCTRnPVPKtbg?e=MCYCbp,DS,
2021-11-08 10:52:08,2021-11-08 10:53:36,IP Address,158.143.196.171,100,88,True,2021-11-08 10:53:37,R_11c17ItWouEn832,,,,,51.5359954833984375,-0.092498779296875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,It was fantastic. Very helpful and informative - I only have good things to say.,Yes,No,,"Fantastic. Very kind, helpful, and knowledgeable.",No,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,Didn't have the time to go to campus and back.,Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2021-11-08 10:51:06,2021-11-08 10:54:01,IP Address,158.143.192.201,100,175,True,2021-11-08 10:54:01,R_prPe4pTYgVDUZ3P,,,,,51.4980926513671875,-0.088592529296875,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,Yes,The tutor was very helpful. I found the 'learn as you go' pattern of the workshop particularly helpful in understanding the concept.,Yes,Yes,"Maybe provide a booklet or a pdf just covering the absolute basics of using this software for people who have never used it before. ",Really helpful.,No.,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,It was easier to fit in my schedule.,Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2021-11-08 10:52:03,2021-11-08 10:54:56,IP Address,86.186.71.30,100,173,True,2021-11-08 10:54:58,R_1KpgHw3SbwSIRsS,,,,,51.435302734375,-0.309600830078125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,"Very clear and helpful, thank you.",No,No,,"Excellent! Perhaps assumed a level of basic knowledge that perhaps isn't always there, eg hotkeys and keyboard shortcuts. ",n/a,LSE Website,,Yes,,online,,"More convenient on this occasion although I would consider attending in-person workshops too. ",Excel 1: Calculated Worksheets   ,Excel,,21-22,,Prod,
2021-11-08 12:02:15,2021-11-08 12:06:30,IP Address,159.180.111.44,100,254,True,2021-11-08 12:06:32,R_2vkUUILIGMpLVkt,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,he is super nice and cares about everyone's progress,,Email from Department Manager,,Yes,,online,,the online session really helps me to better manage my time so that I am not necessarily to waste over one hour on the road,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2021-11-08 11:52:01,2021-11-08 12:07:02,IP Address,92.40.173.97,100,900,True,2021-11-08 12:07:02,R_1M3TGza7xbr3ORJ,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,No,,,No,,Nice guy,/,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,I am not currently based in London,Python Fundamentals 1: Numerical Variables,Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EXsaqVcPaK5Jq376apFBDNgBARdwUxpHm6Cn5qI088wLBw?e=UZ1ApE,DS,
2021-11-09 04:43:58,2021-11-09 04:45:22,IP Address,158.143.8.159,100,83,True,2021-11-09 04:45:22,R_1JPaSvOKremRpmO,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,Really helpful,It taught me new excel skills,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,It is much easier to work out how to solve the task with the tutor's feedback,,Excel 4e: Data Tools   ,Excel,,21-22,,Prod,
2021-11-09 06:28:58,2021-11-09 06:30:22,IP Address,158.143.123.135,100,83,True,2021-11-09 06:30:22,R_1IQ1rIjfMcnHTMD,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,Just the concept of local macros,Yes,"Maria Jose is a great trainer, and the html was well-written, helpful, and intuitive.",Yes,No,,a DREAM as usual,n/A,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,"to socialize, worked well enough :)",,Data Cleaning in Stata 3: Labels ,Stata,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/EcFwY-XMEopBtHBiAywEs8UBG7huZzfZpgmPJkp6TDeEQA?e=BG2aRB,SR,
2021-11-09 08:52:56,2021-11-09 09:00:57,IP Address,158.143.123.135,100,480,True,2021-11-09 09:00:58,R_VWIVhMQ4XMWdPYB,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,Yes,Just took a second to realize .describe() omits any object type columns in its output,Yes,"Sara was nice, just let me grind and would pop in for any questions",Yes,Yes,"There could have been more material perhaps, I finished 10 minutes early (which usually isn't the case, usually take 20 minutes)","Super lovely, very knowledgeable","Maybe turn off the auto-scrolling for these qualtrics surveys, bad UX on my end","Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,"I think the in-person one didn't work with my schedule, and i'd done a dataframes self-led module on UCL's online materials for python so i wasn't sure how much i'd learn so i figured with online I'd at least be able to do other things or something if i finished early","Working with Tabular Data 3: Pandas Basics ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/ERUmmtajtudJr-F_2cXxZJQBLaVNlj2h044bS6G2YBhOcA?e=zGl8JH,DS,
2021-11-09 10:56:27,2021-11-09 10:57:28,IP Address,158.143.194.154,100,60,True,2021-11-09 10:57:28,R_3FIgA4PzPRK488G,,,,,51.5074005126953125,-0.119598388671875,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,It was great. No complaints.,Yes,No,,Fantastic.,It was great.,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,,,Excel 2: Numeric CalculationsÂ€Â€Â€,Excel,,21-22,,Prod,
2021-11-01 18:43:48,2021-11-03 02:19:58,IP Address,180.175.3.146,87,113769,False,2021-11-10 01:20:01,R_2QXkmv01l92memI,,,,,,,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"R Fundamentals 5: Loading data and packages ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/Enb32qhTgaZNrj--DH48fLcBMXQZrXgpjtfW2dawAVYhBQ?e=hPFNlS,DS,
2021-11-10 01:21:39,2021-11-10 01:25:06,IP Address,78.149.213.249,100,206,True,2021-11-10 01:25:06,R_1nVKYXgFvdgKq8X,,,,,51.5596923828125,-0.05279541015625,anonymous,EN-GB,Very Satisfied,Student,Very confident,,No,,Yes,"The tutor was very helpful. She led me to explore different ways of writing the code, rather than only suggest google myself...",Yes,No,,very good,"Yes, i'd love to attend any workshops on arcgis or other type of gis applications","Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,i am not in london,"Working with Tabular Data 3: Pandas Basics ",Python,,21-22,https://lsecloud-my.sharepoint.com/:u:/g/personal/m_wiemers_lse_ac_uk/ERUmmtajtudJr-F_2cXxZJQBLaVNlj2h044bS6G2YBhOcA?e=zGl8JH,DS,
2021-10-29 21:07:06,2021-11-03 02:42:11,IP Address,180.175.3.146,87,365704,False,2021-11-10 01:42:13,R_2Sl5bFMDCXqxXO3,,,,,,,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"R Fundamentals 4: Data Frames ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/Eq8J0o5HZ2hEhHyfOK_Y8PoBqeKPeb-zo52bUZkCsSUfwg?e=izxDVe,DS,
2021-10-29 04:38:58,2021-11-03 02:43:42,Spam,180.175.3.146,87,425083,False,2021-11-10 01:43:44,R_2fiEhgNA6hE8N9S,,,,,,,anonymous,EN-GB,Satisfied,Student,Fairly confident,,No,,No,,,No,,,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,online,,,"R Fundamentals 3: Strings, Factors, and Type Conversion ",R,,21-22,https://lsecloud.sharepoint.com/:f:/s/TEAM_APD-DSL-Digital-Skills-Trainers/ElrN79ulZINElxjPz6Tx4VMBo1NWK7TEaket80nhJMPUwg?e=EjSyVn,DS,
2021-11-10 02:41:36,2021-11-10 02:43:32,IP Address,158.143.8.221,100,115,True,2021-11-10 02:43:33,R_UlFZ7rTr3vH3XeF,,,,,51.502593994140625,-0.0659942626953125,anonymous,EN-GB,Very Satisfied,Student,Fairly confident,,No,,Yes,instructor was very punctual and friendly. also very helpful.,Yes,No,,very nice and knowledgeable,,"Digital Skills Lab: mailing list, previous session, website",,Yes,,in-person,I like the in person clarification more,,Excel 4c: Sorting and Filtering   ,Excel,,21-22,,Prod,
